order_id,delivery_date,status
1005,26-02-2025,Delivered
1006,03-02-2025,Delivered
1007,14-12-2024,Cancelled
1008,10-03-2025,Delivered
1009,20-06-2024,Delivered
1010,14-02-2025,Pending
1011,22-11-2024,Delivered
1012,28-12-2024,Pending
1013,10-09-2024,Delivered
1014,05-09-2024,Delivered
1015,06-12-2024,Delivered
1016,15-10-2024,Delivered
1017,11-01-2025,Pending
1018,25-02-2025,Delivered
1019,17-05-2024,Delivered
1020,13-01-2025,Delivered
1021,21-12-2024,Delivered
1022,13-10-2024,Pending
1023,30-11-2024,Delivered
1024,24-11-2024,Delivered
1025,07-03-2025,Delivered
1026,29-07-2024,Delivered
1027,10-11-2024,Delivered
1028,12-02-2025,Delivered
1029,16-10-2024,Delivered
1030,04-03-2025,Pending
1031,16-01-2025,Delivered
1032,22-12-2024,Pending
1033,20-03-2025,Delivered
1034,07-07-2024,Delivered
1035,26-07-2024,Delivered
1036,08-01-2025,Delivered
1037,28-08-2024,Delivered
1038,11-12-2024,Delivered
1039,13-01-2025,Delivered
1040,27-01-2025,Delivered
1041,19-08-2024,Pending
1042,02-09-2024,Cancelled
1043,27-11-2024,Delivered
1044,17-03-2025,Pending
1045,20-01-2025,Delivered
1046,01-07-2024,Delivered
1047,01-10-2024,Delivered
1048,20-11-2024,Delivered
1049,28-08-2024,Delivered
1050,22-06-2024,Cancelled
1051,17-01-2025,Delivered
1052,17-01-2025,Delivered
1053,09-12-2024,Delivered
1054,26-02-2025,Delivered
1055,19-05-2024,Delivered
1056,24-02-2025,Delivered
1057,10-02-2025,Delivered
1058,28-12-2024,Delivered
1059,17-02-2025,Delivered
1060,21-02-2025,Delivered
1061,14-01-2025,Delivered
1062,22-01-2025,Delivered
1063,29-09-2024,Delivered
1064,06-02-2025,Delivered
1065,13-10-2024,Delivered
1066,08-01-2025,Delivered
1067,03-03-2025,Delivered
1068,10-01-2025,Delivered
1069,22-02-2025,Delivered
1070,19-03-2025,Cancelled
1071,18-03-2025,Delivered
1072,24-10-2024,Delivered
1073,22-01-2025,Cancelled
1074,06-02-2025,Delivered
1075,20-12-2024,Delivered
1076,13-01-2025,Delivered
1077,29-08-2024,Delivered
1078,08-01-2025,Delivered
1079,08-09-2024,Delivered
1080,29-05-2024,Delivered
1081,22-02-2025,Delivered
1082,15-02-2025,Pending
1083,12-12-2024,Delivered
1084,25-03-2025,Delivered
1085,23-03-2025,Pending
1086,05-09-2024,Pending
1087,01-07-2024,Pending
1088,16-03-2025,Delivered
1089,20-03-2025,Delivered
1090,09-01-2025,Delivered
1091,17-02-2025,Pending
1092,19-02-2025,Delivered
1093,27-02-2025,Pending
1094,10-12-2024,Delivered
1095,19-11-2024,Delivered
1096,24-01-2025,Delivered
1097,13-03-2025,Delivered
1098,18-03-2025,Cancelled
1099,22-10-2024,Delivered
1100,07-02-2025,Pending
1101,18-12-2024,Delivered
1102,14-07-2024,Delivered
1103,22-02-2025,Delivered
1104,15-08-2024,Delivered
1105,27-12-2024,Delivered
1106,15-11-2024,Pending
1107,25-03-2025,Delivered
1108,26-03-2024,Delivered
1109,23-01-2025,Delivered
1110,04-03-2025,Delivered
1111,16-01-2025,Delivered
1112,16-08-2024,Delivered
1113,27-10-2024,Delivered
1114,10-11-2024,Delivered
1115,25-11-2024,Cancelled
1116,11-12-2024,Delivered
1117,04-09-2024,Delivered
1118,25-02-2025,Delivered
1119,17-01-2025,Delivered
1120,16-03-2025,Pending
1121,05-09-2024,Delivered
1122,30-05-2024,Delivered
1123,12-10-2024,Delivered
1124,01-12-2024,Delivered
1125,26-01-2025,Cancelled
1126,26-03-2025,Delivered
1127,02-11-2024,Delivered
1128,07-03-2025,Cancelled
1129,09-05-2024,Delivered
1130,10-03-2025,Delivered
1131,03-12-2024,Delivered
1132,29-12-2024,Delivered
1133,20-02-2025,Delivered
1134,06-01-2025,Delivered
1135,12-12-2024,Pending
1136,06-03-2025,Delivered
1137,19-03-2025,Pending
1138,07-02-2025,Cancelled
1139,04-03-2025,Delivered
1140,17-03-2025,Pending
1141,23-03-2025,Delivered
1142,01-03-2025,Delivered
1143,09-01-2025,Delivered
1144,30-11-2024,Delivered
1145,12-12-2024,Pending
1146,18-03-2025,Delivered
1147,01-09-2024,Delivered
1148,03-03-2025,Delivered
1149,24-02-2025,Delivered
1150,20-02-2025,Pending
1151,10-04-2024,Delivered
1152,08-07-2024,Delivered
1153,28-12-2024,Delivered
1154,24-03-2025,Delivered
1155,26-02-2025,Delivered
1156,08-02-2025,Delivered
1157,28-02-2025,Delivered
1158,26-06-2024,Delivered
1159,13-03-2025,Cancelled
1160,17-01-2025,Delivered
1161,19-02-2025,Delivered
1162,26-01-2025,Delivered
1163,14-01-2025,Delivered
1164,01-09-2024,Delivered
1165,03-03-2025,Delivered
1166,17-09-2024,Delivered
1167,06-12-2024,Pending
1168,27-07-2024,Delivered
1169,29-12-2024,Delivered
1170,30-05-2024,Delivered
1171,11-07-2024,Delivered
1172,20-02-2025,Delivered
1173,09-09-2024,Delivered
1174,17-03-2025,Cancelled
1175,25-02-2025,Delivered
1176,21-01-2025,Delivered
1177,03-08-2024,Delivered
1178,30-08-2024,Cancelled
1179,01-03-2025,Delivered
1180,24-02-2025,Delivered
1181,22-01-2025,Delivered
1182,27-12-2024,Delivered
1183,28-01-2025,Delivered
1184,29-10-2024,Delivered
1185,12-03-2025,Delivered
1186,03-11-2024,Delivered
1187,30-12-2024,Pending
1188,18-10-2024,Delivered
1189,02-05-2024,Delivered
1190,21-09-2024,Delivered
1191,28-02-2025,Delivered
1192,11-07-2024,Delivered
1193,28-01-2025,Delivered
1194,13-01-2025,Delivered
1195,09-03-2025,Pending
1196,14-09-2024,Delivered
1197,06-03-2025,Delivered
1198,25-10-2024,Delivered
1199,25-12-2024,Delivered
1200,28-01-2025,Delivered
1201,22-01-2025,Delivered
1202,04-07-2024,Delivered
1203,09-11-2024,Delivered
1204,11-03-2025,Delivered
1205,29-12-2024,Delivered
1206,14-01-2025,Pending
1207,28-02-2025,Delivered
1208,21-12-2024,Delivered
1209,11-11-2024,Delivered
1210,15-03-2025,Delivered
1211,10-08-2024,Cancelled
1212,16-05-2024,Delivered
1213,18-02-2025,Cancelled
1214,20-03-2025,Delivered
1215,17-09-2024,Delivered
1216,16-02-2025,Delivered
1217,31-01-2025,Delivered
1218,10-01-2025,Delivered
1219,28-10-2024,Delivered
1220,05-10-2024,Delivered
1221,10-06-2024,Delivered
1222,17-01-2025,Delivered
1223,15-03-2025,Delivered
1224,07-02-2025,Delivered
1225,25-03-2025,Delivered
1226,02-02-2025,Delivered
1227,09-01-2025,Delivered
1228,07-02-2025,Delivered
1229,23-10-2024,Delivered
1230,09-08-2024,Delivered
1231,18-02-2025,Delivered
1232,20-02-2025,Delivered
1233,22-01-2025,Pending
1234,02-03-2025,Pending
1235,02-08-2024,Delivered
1236,12-02-2025,Delivered
1237,04-03-2025,Delivered
1238,07-02-2025,Delivered
1239,09-03-2025,Delivered
1240,04-03-2025,Delivered
1241,20-12-2024,Delivered
1242,17-11-2024,Delivered
1243,28-11-2024,Delivered
1244,27-12-2024,Delivered
1245,09-11-2024,Delivered
1246,26-03-2025,Pending
1247,19-02-2025,Pending
1248,17-12-2024,Cancelled
1249,27-02-2025,Delivered
1250,05-03-2025,Delivered
1251,16-03-2025,Delivered
1252,02-10-2024,Delivered
1253,23-01-2025,Delivered
1254,03-12-2024,Delivered
1255,25-04-2024,Pending
1256,05-02-2025,Delivered
1257,17-07-2024,Pending
1258,19-02-2025,Cancelled
1259,28-02-2025,Delivered
1260,21-03-2025,Delivered
1261,09-03-2025,Delivered
1262,30-01-2025,Delivered
1263,30-12-2024,Delivered
1264,26-12-2024,Delivered
1265,02-09-2024,Delivered
1266,31-01-2025,Delivered
1267,24-12-2024,Delivered
1268,04-02-2025,Delivered
1269,20-02-2025,Delivered
1270,13-09-2024,Pending
1271,04-01-2025,Delivered
1272,03-12-2024,Delivered
1273,08-02-2025,Delivered
1274,26-03-2025,Delivered
1275,26-03-2025,Pending
1276,27-12-2024,Cancelled
1277,21-02-2025,Delivered
1278,08-02-2025,Delivered
1279,04-03-2025,Delivered
1280,12-08-2024,Delivered
1281,08-01-2025,Delivered
1282,21-02-2025,Delivered
1283,03-03-2025,Delivered
1284,16-12-2024,Delivered
1285,26-03-2025,Delivered
1286,01-09-2024,Delivered
1287,07-01-2025,Delivered
1288,12-03-2025,Delivered
1289,11-12-2024,Cancelled
1290,04-12-2024,Delivered
1291,06-02-2025,Delivered
1292,24-10-2024,Pending
1293,18-02-2025,Pending
1294,08-12-2024,Pending
1295,21-03-2025,Delivered
1296,07-11-2024,Delivered
1297,22-03-2025,Delivered
1298,25-10-2024,Delivered
1299,10-11-2024,Cancelled
1300,26-07-2024,Delivered
1301,30-10-2024,Delivered
1302,17-09-2024,Delivered
1303,18-03-2025,Delivered
1304,20-02-2025,Delivered
1305,08-10-2024,Delivered
1306,13-07-2024,Pending
1307,20-11-2024,Delivered
1308,16-03-2025,Delivered
1309,03-07-2024,Delivered
1310,22-03-2025,Delivered
1311,12-11-2024,Delivered
1312,30-11-2024,Delivered
1313,26-08-2024,Delivered
1314,24-01-2025,Delivered
1315,27-08-2024,Delivered
1316,01-02-2025,Delivered
1317,23-05-2024,Delivered
1318,20-03-2025,Cancelled
1319,05-03-2025,Delivered
1320,25-08-2024,Pending
1321,01-11-2024,Delivered
1322,08-08-2024,Pending
1323,26-09-2024,Delivered
1324,19-10-2024,Delivered
1325,18-12-2024,Delivered
1326,24-10-2024,Delivered
1327,23-03-2025,Delivered
1328,02-09-2024,Delivered
1329,06-04-2024,Delivered
1330,19-03-2025,Delivered
1331,24-02-2025,Delivered
1332,09-09-2024,Pending
1333,17-09-2024,Delivered
1334,13-02-2025,Cancelled
1335,09-03-2025,Delivered
1336,10-02-2025,Delivered
1337,19-12-2024,Delivered
1338,10-11-2024,Delivered
1339,19-02-2025,Cancelled
1340,15-06-2024,Delivered
1341,30-07-2024,Delivered
1342,22-03-2025,Pending
1343,15-09-2024,Delivered
1344,07-02-2025,Delivered
1345,30-06-2024,Delivered
1346,05-02-2025,Delivered
1347,05-11-2024,Delivered
1348,26-03-2025,Delivered
1349,29-01-2025,Delivered
1350,09-02-2025,Delivered
1351,04-11-2024,Delivered
1352,01-10-2024,Delivered
1353,05-02-2025,Delivered
1354,24-01-2025,Delivered
1355,16-05-2024,Delivered
1356,02-10-2024,Delivered
1357,14-01-2025,Delivered
1358,13-02-2025,Delivered
1359,06-01-2025,Delivered
1360,07-03-2025,Cancelled
1361,06-03-2025,Delivered
1362,30-10-2024,Delivered
1363,08-03-2025,Delivered
1364,06-02-2025,Delivered
1365,20-07-2024,Cancelled
1366,16-07-2024,Delivered
1367,22-03-2025,Delivered
1368,18-12-2024,Delivered
1369,28-06-2024,Delivered
1370,22-06-2024,Delivered
1371,28-05-2024,Pending
1372,12-02-2025,Delivered
1373,27-01-2025,Pending
1374,29-07-2024,Delivered
1375,06-03-2025,Delivered
1376,01-03-2025,Delivered
1377,15-01-2025,Delivered
1378,28-08-2024,Delivered
1379,06-07-2024,Delivered
1380,06-10-2024,Delivered
1381,31-01-2025,Delivered
1382,01-11-2024,Delivered
1383,08-12-2024,Delivered
1384,03-01-2025,Delivered
1385,06-11-2024,Delivered
1386,09-03-2025,Delivered
1387,24-12-2024,Delivered
1388,23-02-2025,Pending
1389,07-01-2025,Delivered
1390,22-07-2024,Delivered
1391,14-12-2024,Delivered
1392,10-01-2025,Delivered
1393,25-01-2025,Pending
1394,18-01-2025,Delivered
1395,03-11-2024,Delivered
1396,03-11-2024,Delivered
1397,01-03-2025,Delivered
1398,03-06-2024,Delivered
1399,25-03-2025,Cancelled
1400,11-10-2024,Cancelled
1401,10-12-2024,Delivered
1402,27-07-2024,Delivered
1403,03-03-2025,Delivered
1404,28-10-2024,Delivered
1405,03-01-2025,Delivered
1406,18-02-2025,Delivered
1407,16-03-2025,Delivered
1408,20-12-2024,Pending
1409,19-01-2025,Delivered
1410,11-03-2025,Delivered
1411,15-10-2024,Delivered
1412,05-10-2024,Delivered
1413,12-01-2025,Pending
1414,02-08-2024,Delivered
1415,13-03-2025,Pending
1416,09-03-2025,Delivered
1417,05-01-2025,Delivered
1418,09-08-2024,Delivered
1419,22-01-2025,Delivered
1420,12-03-2025,Pending
1421,24-02-2025,Pending
1422,08-03-2025,Pending
1423,30-05-2024,Delivered
1424,11-01-2025,Delivered
1425,25-03-2025,Delivered
1426,23-02-2025,Delivered
1427,15-10-2024,Delivered
1428,08-03-2025,Delivered
1429,25-09-2024,Delivered
1430,29-12-2024,Delivered
1431,25-02-2025,Delivered
1432,22-12-2024,Delivered
1433,31-03-2024,Pending
1434,12-03-2025,Delivered
1435,23-08-2024,Cancelled
1436,23-05-2024,Pending
1437,10-07-2024,Delivered
1438,25-12-2024,Pending
1439,04-01-2025,Delivered
1440,22-02-2025,Pending
1441,22-10-2024,Delivered
1442,16-10-2024,Pending
1443,26-02-2025,Delivered
1444,12-03-2025,Delivered
1445,16-08-2024,Delivered
1446,09-03-2025,Delivered
1447,10-02-2025,Delivered
1448,09-03-2025,Pending
1449,16-12-2024,Delivered
1450,08-12-2024,Delivered
1451,05-09-2024,Delivered
1452,15-10-2024,Pending
1453,18-09-2024,Cancelled
1454,21-10-2024,Delivered
1455,20-09-2024,Delivered
1456,23-03-2025,Delivered
1457,07-12-2024,Delivered
1458,09-08-2024,Delivered
1459,28-02-2025,Delivered
1460,24-04-2024,Delivered
1461,14-03-2025,Delivered
1462,10-06-2024,Delivered
1463,18-02-2025,Pending
1464,20-10-2024,Delivered
1465,12-02-2025,Delivered
1466,25-10-2024,Delivered
1467,23-12-2024,Delivered
1468,22-12-2024,Delivered
1469,20-09-2024,Delivered
1470,09-02-2025,Pending
1471,25-06-2024,Delivered
1472,02-12-2024,Delivered
1473,21-01-2025,Pending
1474,18-12-2024,Delivered
1475,27-11-2024,Cancelled
1476,13-10-2024,Delivered
1477,02-02-2025,Delivered
1478,12-02-2025,Delivered
1479,26-01-2025,Pending
1480,09-03-2025,Delivered
1481,12-12-2024,Cancelled
1482,03-02-2025,Delivered
1483,09-01-2025,Delivered
1484,15-01-2025,Delivered
1485,21-02-2025,Delivered
1486,15-03-2025,Delivered
1487,30-06-2024,Delivered
1488,10-03-2025,Pending
1489,16-12-2024,Delivered
1490,17-03-2025,Delivered
1491,03-03-2025,Pending
1492,24-02-2025,Delivered
1493,11-12-2024,Delivered
1494,06-02-2025,Delivered
1495,31-12-2024,Delivered
1496,28-09-2024,Delivered
1497,10-12-2024,Delivered
1498,15-01-2025,Delivered
1499,23-03-2025,Delivered
1500,19-02-2025,Pending
1501,01-12-2024,Delivered
1502,20-03-2025,Delivered
1503,13-03-2025,Delivered
1504,13-03-2025,Pending
1505,21-01-2025,Delivered
1506,23-12-2024,Delivered
1507,22-03-2025,Delivered
1508,06-11-2024,Delivered
1509,23-02-2025,Delivered
1510,17-10-2024,Delivered
1511,21-09-2024,Delivered
1512,22-11-2024,Delivered
1513,05-08-2024,Delivered
1514,19-03-2025,Cancelled
1515,20-05-2024,Delivered
1516,17-12-2024,Delivered
1517,25-08-2024,Delivered
1518,16-09-2024,Delivered
1519,07-02-2025,Pending
1520,24-11-2024,Delivered
1521,16-02-2025,Delivered
1522,25-07-2024,Cancelled
1523,03-03-2025,Delivered
1524,21-03-2025,Delivered
1525,20-02-2025,Pending
1526,19-06-2024,Delivered
1527,21-11-2024,Delivered
1528,01-12-2024,Delivered
1529,20-02-2025,Pending
1530,19-03-2025,Delivered
1531,10-02-2025,Delivered
1532,18-12-2024,Cancelled
1533,16-05-2024,Delivered
1534,11-03-2025,Pending
1535,23-05-2024,Delivered
1536,02-11-2024,Delivered
1537,19-02-2025,Delivered
1538,27-09-2024,Pending
1539,14-05-2024,Delivered
1540,08-02-2025,Pending
1541,08-03-2025,Delivered
1542,28-01-2025,Delivered
1543,18-01-2025,Delivered
1544,10-03-2025,Delivered
1545,01-04-2024,Delivered
1546,20-03-2025,Delivered
1547,11-01-2025,Delivered
1548,10-10-2024,Delivered
1549,23-10-2024,Delivered
1550,29-01-2025,Delivered
1551,14-03-2025,Delivered
1552,04-02-2025,Pending
1553,01-01-2025,Delivered
1554,20-10-2024,Delivered
1555,19-11-2024,Delivered
1556,25-10-2024,Delivered
1557,17-05-2024,Delivered
1558,15-03-2025,Delivered
1559,15-01-2025,Delivered
1560,12-03-2025,Delivered
1561,17-03-2025,Pending
1562,18-09-2024,Pending
1563,25-11-2024,Delivered
1564,25-11-2024,Delivered
1565,29-11-2024,Delivered
1566,30-11-2024,Pending
1567,01-03-2025,Delivered
1568,10-12-2024,Delivered
1569,25-10-2024,Delivered
1570,17-03-2025,Pending
1571,17-10-2024,Delivered
1572,13-03-2025,Delivered
1573,20-11-2024,Delivered
1574,24-03-2025,Delivered
1575,23-12-2024,Delivered
1576,09-01-2025,Delivered
1577,05-02-2025,Delivered
1578,13-01-2025,Delivered
1579,09-08-2024,Delivered
1580,09-01-2025,Delivered
1581,06-03-2025,Delivered
1582,08-02-2025,Delivered
1583,07-09-2024,Delivered
1584,15-12-2024,Pending
1585,26-03-2025,Delivered
1586,07-03-2025,Delivered
1587,16-03-2025,Delivered
1588,10-07-2024,Delivered
1589,13-01-2025,Pending
1590,15-06-2024,Delivered
1591,24-09-2024,Delivered
1592,06-01-2025,Delivered
1593,16-03-2025,Cancelled
1594,16-03-2025,Delivered
1595,14-02-2025,Delivered
1596,03-03-2025,Delivered
1597,04-11-2024,Delivered
1598,28-10-2024,Delivered
1599,22-01-2025,Delivered
1600,06-02-2025,Delivered
1601,16-03-2025,Cancelled
1602,18-07-2024,Delivered
1603,09-01-2025,Delivered
1604,05-10-2024,Delivered
1605,08-03-2025,Delivered
1606,05-10-2024,Delivered
1607,10-01-2025,Delivered
1608,13-03-2025,Delivered
1609,26-10-2024,Delivered
1610,16-03-2025,Delivered
1611,09-02-2025,Pending
1612,03-03-2025,Delivered
1613,27-12-2024,Delivered
1614,29-10-2024,Delivered
1615,12-02-2025,Delivered
1616,23-03-2025,Delivered
1617,15-01-2025,Pending
1618,26-11-2024,Delivered
1619,15-12-2024,Delivered
1620,15-10-2024,Pending
1621,06-03-2025,Delivered
1622,26-07-2024,Pending
1623,12-01-2025,Delivered
1624,12-02-2025,Pending
1625,14-07-2024,Delivered
1626,23-02-2025,Delivered
1627,02-07-2024,Delivered
1628,20-03-2025,Delivered
1629,17-09-2024,Delivered
1630,27-02-2025,Delivered
1631,09-02-2025,Pending
1632,09-01-2025,Pending
1633,21-12-2024,Delivered
1634,22-03-2025,Cancelled
1635,07-10-2024,Delivered
1636,27-11-2024,Delivered
1637,27-02-2025,Delivered
1638,28-01-2025,Delivered
1639,24-01-2025,Delivered
1640,11-07-2024,Delivered
1641,23-03-2025,Delivered
1642,18-01-2025,Delivered
1643,01-02-2025,Pending
1644,02-02-2025,Delivered
1645,17-10-2024,Pending
1646,17-05-2024,Delivered
1647,09-03-2025,Delivered
1648,12-01-2025,Pending
1649,08-03-2025,Delivered
1650,26-01-2025,Pending
1651,19-03-2025,Delivered
1652,23-12-2024,Delivered
1653,24-03-2025,Delivered
1654,25-03-2025,Pending
1655,06-02-2025,Delivered
1656,01-10-2024,Delivered
1657,09-03-2025,Delivered
1658,10-03-2025,Delivered
1659,13-01-2025,Delivered
1660,26-01-2025,Cancelled
1661,10-08-2024,Delivered
1662,30-01-2025,Delivered
1663,25-02-2025,Pending
1664,04-12-2024,Delivered
1665,09-03-2025,Delivered
1666,28-08-2024,Delivered
1667,02-08-2024,Pending
1668,22-11-2024,Delivered
1669,10-03-2025,Pending
1670,29-09-2024,Delivered
1671,22-03-2025,Delivered
1672,21-12-2024,Pending
1673,01-03-2025,Delivered
1674,24-02-2025,Delivered
1675,25-03-2025,Delivered
1676,29-12-2024,Delivered
1677,06-03-2025,Delivered
1678,17-03-2025,Delivered
1679,15-06-2024,Delivered
1680,29-10-2024,Delivered
1681,11-03-2025,Delivered
1682,08-09-2024,Delivered
1683,12-02-2025,Pending
1684,08-03-2025,Delivered
1685,12-02-2025,Delivered
1686,25-02-2025,Delivered
1687,23-10-2024,Delivered
1688,10-03-2025,Delivered
1689,12-03-2025,Delivered
1690,22-02-2025,Delivered
1691,17-02-2025,Pending
1692,27-09-2024,Delivered
1693,15-03-2025,Delivered
1694,24-10-2024,Delivered
1695,07-02-2025,Pending
1696,08-03-2025,Delivered
1697,13-11-2024,Pending
1698,25-10-2024,Delivered
1699,07-02-2025,Delivered
1700,17-03-2025,Delivered
1701,16-03-2025,Pending
1702,14-03-2025,Delivered
1703,13-10-2024,Pending
1704,08-03-2025,Delivered
1705,01-09-2024,Delivered
1706,17-01-2025,Delivered
1707,31-07-2024,Delivered
1708,22-01-2025,Delivered
1709,01-05-2024,Delivered
1710,16-01-2025,Delivered
1711,09-08-2024,Pending
1712,04-11-2024,Pending
1713,23-03-2025,Delivered
1714,10-10-2024,Delivered
1715,20-01-2025,Delivered
1716,05-01-2025,Pending
1717,07-10-2024,Cancelled
1718,16-03-2025,Delivered
1719,20-10-2024,Cancelled
1720,21-10-2024,Delivered
1721,11-03-2025,Cancelled
1722,13-03-2025,Delivered
1723,23-12-2024,Delivered
1724,07-12-2024,Delivered
1725,19-03-2025,Delivered
1726,16-01-2025,Delivered
1727,07-02-2025,Delivered
1728,10-03-2025,Pending
1729,08-01-2025,Delivered
1730,07-01-2025,Delivered
1731,09-08-2024,Delivered
1732,21-02-2025,Delivered
1733,28-02-2025,Delivered
1734,06-02-2025,Delivered
1735,10-01-2025,Pending
1736,18-02-2025,Cancelled
1737,18-02-2025,Pending
1738,30-01-2025,Delivered
1739,31-01-2025,Delivered
1740,24-11-2024,Pending
1741,06-10-2024,Delivered
1742,23-12-2024,Delivered
1743,13-11-2024,Delivered
1744,26-02-2025,Delivered
1745,10-12-2024,Delivered
1746,29-01-2025,Delivered
1747,04-09-2024,Delivered
1748,29-08-2024,Delivered
1749,14-01-2025,Delivered
1750,12-11-2024,Delivered
1751,24-03-2025,Cancelled
1752,25-03-2025,Cancelled
1753,21-12-2024,Pending
1754,16-09-2024,Delivered
1755,13-11-2024,Delivered
1756,06-01-2025,Pending
1757,29-06-2024,Delivered
1758,06-03-2025,Delivered
1759,10-09-2024,Delivered
1760,26-03-2025,Cancelled
1761,10-05-2024,Delivered
1762,27-07-2024,Delivered
1763,28-11-2024,Delivered
1764,04-01-2025,Delivered
1765,07-01-2025,Pending
1766,18-02-2025,Delivered
1767,21-03-2025,Delivered
1768,02-03-2025,Delivered
1769,11-03-2025,Delivered
1770,16-01-2025,Delivered
1771,23-09-2024,Pending
1772,13-11-2024,Delivered
1773,18-10-2024,Delivered
1774,16-02-2025,Pending
1775,16-09-2024,Delivered
1776,30-10-2024,Pending
1777,03-11-2024,Delivered
1778,23-12-2024,Delivered
1779,25-08-2024,Delivered
1780,22-01-2025,Pending
1781,09-02-2025,Delivered
1782,30-06-2024,Delivered
1783,14-03-2025,Delivered
1784,01-10-2024,Delivered
1785,01-02-2025,Delivered
1786,23-01-2025,Delivered
1787,02-03-2025,Delivered
1788,25-03-2025,Pending
1789,27-01-2025,Pending
1790,13-03-2025,Delivered
1791,03-12-2024,Pending
1792,12-12-2024,Delivered
1793,07-07-2024,Delivered
1794,07-01-2025,Delivered
1795,24-09-2024,Delivered
1796,14-11-2024,Delivered
1797,18-09-2024,Delivered
1798,07-03-2025,Delivered
1799,06-08-2024,Delivered
1800,18-04-2024,Delivered
1801,26-02-2025,Delivered
1802,03-03-2025,Delivered
1803,10-02-2025,Delivered
1804,24-09-2024,Delivered
1805,22-09-2024,Pending
1806,14-02-2025,Delivered
1807,20-03-2025,Cancelled
1808,10-03-2025,Pending
1809,24-09-2024,Delivered
1810,09-11-2024,Pending
1811,06-10-2024,Delivered
1812,07-12-2024,Delivered
1813,07-07-2024,Delivered
1814,11-08-2024,Delivered
1815,19-02-2025,Delivered
1816,11-02-2025,Delivered
1817,21-03-2025,Delivered
1818,02-10-2024,Delivered
1819,14-03-2025,Delivered
1820,03-06-2024,Delivered
1821,23-01-2025,Delivered
1822,19-06-2024,Delivered
1823,30-01-2025,Delivered
1824,31-01-2025,Delivered
1825,21-09-2024,Delivered
1826,14-08-2024,Delivered
1827,11-10-2024,Delivered
1828,11-12-2024,Delivered
1829,12-02-2025,Delivered
1830,05-11-2024,Delivered
1831,17-09-2024,Delivered
1832,08-03-2025,Delivered
1833,02-09-2024,Delivered
1834,10-01-2025,Delivered
1835,25-01-2025,Delivered
1836,20-01-2025,Delivered
1837,17-07-2024,Pending
1838,18-01-2025,Delivered
1839,17-12-2024,Delivered
1840,30-01-2025,Delivered
1841,06-03-2025,Cancelled
1842,31-12-2024,Pending
1843,27-11-2024,Delivered
1844,03-08-2024,Delivered
1845,28-12-2024,Delivered
1846,21-02-2025,Delivered
1847,16-03-2025,Delivered
1848,19-03-2025,Delivered
1849,26-03-2025,Delivered
1850,07-09-2024,Pending
1851,17-11-2024,Delivered
1852,22-03-2025,Pending
1853,08-03-2025,Delivered
1854,22-10-2024,Delivered
1855,16-03-2025,Delivered
1856,13-08-2024,Delivered
1857,18-02-2025,Pending
1858,19-03-2025,Delivered
1859,08-02-2025,Delivered
1860,25-12-2024,Cancelled
1861,22-02-2025,Delivered
1862,05-02-2025,Delivered
1863,20-02-2025,Pending
1864,15-10-2024,Cancelled
1865,23-01-2025,Pending
1866,24-01-2025,Delivered
1867,13-03-2025,Delivered
1868,22-02-2025,Delivered
1869,21-03-2025,Pending
1870,07-02-2025,Delivered
1871,16-12-2024,Pending
1872,29-01-2025,Delivered
1873,10-03-2025,Delivered
1874,03-10-2024,Pending
1875,21-07-2024,Delivered
1876,27-01-2025,Delivered
1877,11-11-2024,Delivered
1878,16-03-2025,Delivered
1879,20-03-2025,Delivered
1880,06-01-2025,Delivered
1881,13-02-2025,Delivered
1882,09-03-2025,Delivered
1883,25-11-2024,Delivered
1884,21-10-2024,Delivered
1885,18-02-2025,Delivered
1886,26-03-2025,Delivered
1887,08-03-2025,Pending
1888,03-12-2024,Delivered
1889,08-08-2024,Delivered
1890,06-02-2025,Pending
1891,13-12-2024,Delivered
1892,23-01-2025,Cancelled
1893,28-12-2024,Delivered
1894,21-02-2025,Delivered
1895,01-01-2025,Delivered
1896,23-11-2024,Delivered
1897,19-03-2025,Delivered
1898,28-02-2025,Delivered
1899,06-11-2024,Delivered
1900,09-03-2025,Delivered
1901,03-09-2024,Pending
1902,23-12-2024,Delivered
1903,17-01-2025,Delivered
1904,02-02-2025,Delivered
1905,13-11-2024,Delivered
1906,11-03-2025,Delivered
1907,16-12-2024,Pending
1908,07-03-2025,Delivered
1909,04-11-2024,Delivered
1910,15-03-2025,Cancelled
1911,06-12-2024,Delivered
1912,21-03-2025,Delivered
1913,17-01-2025,Delivered
1914,04-03-2025,Pending
1915,25-03-2025,Pending
1916,03-02-2025,Pending
1917,15-03-2025,Delivered
1918,25-01-2025,Delivered
1919,04-11-2024,Delivered
1920,22-10-2024,Delivered
1921,19-02-2025,Delivered
1922,20-03-2025,Delivered
1923,30-11-2024,Delivered
1924,25-06-2024,Delivered
1925,29-09-2024,Delivered
1926,06-10-2024,Delivered
1927,03-09-2024,Cancelled
1928,16-07-2024,Delivered
1929,21-03-2025,Delivered
1930,20-09-2024,Delivered
1931,10-12-2024,Delivered
1932,19-02-2025,Pending
1933,26-02-2025,Delivered
1934,22-03-2025,Cancelled
1935,06-10-2024,Delivered
1936,19-03-2025,Delivered
1937,13-03-2025,Pending
1938,25-03-2025,Delivered
1939,15-03-2025,Pending
1940,23-03-2025,Delivered
1941,02-03-2025,Delivered
1942,12-11-2024,Pending
